username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
trishysuri;2015-12-02 04:11;0;2;"Which nonprofits are taking donations in USD for #ChennaiFloods ? I've had the hardest time trying to donate online.";;;#ChennaiFloods;"671821415960592384";https://twitter.com/trishysuri/status/671821415960592384
SatheshLoyolite;2015-12-02 04:11;1;0;"BISKI Water Amphibian :) #Badly needed for #Chennai now (y) #ChennaiRains #ChennaiFloods #ChennaiRoads #SaveChennai http:// fb.me/GW0yBYRc";;;#Badly #Chennai #ChennaiRains #ChennaiFloods #ChennaiRoads #SaveChennai;"671821388848631809";https://twitter.com/SatheshLoyolite/status/671821388848631809
Banuchanthiran;2015-12-02 04:11;3;0;"#chennairains #ChennaiFloods #nationalmedia pic.twitter.com/qqKXkHjaf3";;;#chennairains #ChennaiFloods #nationalmedia;"671821364983017472";https://twitter.com/Banuchanthiran/status/671821364983017472
SivaKOfficial;2015-12-02 04:10;4;6;"It's so heartwarming to see the whole of chennai united at this time #chennairains #Humanity #ChennaiFloods #chennaiweather @anirudhofficial";;@anirudhofficial;#chennairains #Humanity #ChennaiFloods #chennaiweather;"671821295160418304";https://twitter.com/SivaKOfficial/status/671821295160418304
mehaboobbepari;2015-12-02 04:10;2;0;"#ICanAccommodate #chennairains #ChennaiFloods https:// twitter.com/ChinmayKabadi/ status/671777453040242688 …";;;#ICanAccommodate #chennairains #ChennaiFloods;"671821272855121920";https://twitter.com/mehaboobbepari/status/671821272855121920
AjithKumarArmy;2015-12-02 04:10;0;0;"#ChennaiRescue #ChennaiFloods #ChennaiRainsHelp #chennairains @SirRavindra @RJ_Balaji @jan_iyer @Actor_Siddharth https:// twitter.com/ThalaAjith_FC/ status/671820942860005376 …";;@SirRavindra @RJ_Balaji @jan_iyer @Actor_Siddharth;#ChennaiRescue #ChennaiFloods #ChennaiRainsHelp #chennairains;"671821212155289600";https://twitter.com/AjithKumarArmy/status/671821212155289600
SivaKOfficial;2015-12-02 04:10;1;7;"It's so heartwarming to see the whole of chennai united at this time. #chennairains #Humanity #ChennaiFloods #chennaiweather @dhanushkraja";;@dhanushkraja;#chennairains #Humanity #ChennaiFloods #chennaiweather;"671821181591285760";https://twitter.com/SivaKOfficial/status/671821181591285760
bala_chn;2015-12-02 04:09;2;0;"Thankfully our house is in first floor. Two families from opposite house staying with us now. Water level is terrible. #ChennaiFloods";;;#ChennaiFloods;"671821019162611712";https://twitter.com/bala_chn/status/671821019162611712
ThalaAjith_FC;2015-12-02 04:09;44;9;"Please Share this Post!! #Accident #chennairains #ChennaiRescue #ChennaiFloods pic.twitter.com/cDXIHpn5Cj";;;#Accident #chennairains #ChennaiRescue #ChennaiFloods;"671820942860005376";https://twitter.com/ThalaAjith_FC/status/671820942860005376
ImSathyaRaj;2015-12-02 04:08;0;1;"#chennaifloods https:// twitter.com/venkatpraveenR /status/671741700168028160 …";;;#chennaifloods;"671820798617739264";https://twitter.com/ImSathyaRaj/status/671820798617739264
SouparChander;2015-12-02 04:08;2;0;"#chennairains #ChennaiFloods Varuna Bhagawane!! Podhum pa..pls..mudeela!! :( idhukku mela thaanga mudiyadhu! #savechennai #saveTN";;;#chennairains #ChennaiFloods #savechennai #saveTN;"671820752937549825";https://twitter.com/SouparChander/status/671820752937549825
mehaboobbepari;2015-12-02 04:08;0;0;"#ICanAccommodate #chennairains #ChennaiFloods https:// twitter.com/DrShadaabShaik h/status/671795334901821441 …";;;#ICanAccommodate #chennairains #ChennaiFloods;"671820690660581376";https://twitter.com/mehaboobbepari/status/671820690660581376
ksudhadevi;2015-12-02 04:07;1;0;"#chennairains #ChennaiFloods #ChennaiDrowning #Chennaifloodrelief #Chennai #ChennaiNeedsHelp #ChennaiHelps https:// twitter.com/country_brute/ status/671819275934564352 …";;;#chennairains #ChennaiFloods #ChennaiDrowning #Chennaifloodrelief #Chennai #ChennaiNeedsHelp #ChennaiHelps;"671820492144140288";https://twitter.com/ksudhadevi/status/671820492144140288
justinwillet;2015-12-02 04:07;2;0;"Praying for the people of #Chennai tonight as the city continues to flood. #ChennaiFloods #chennairains pic.twitter.com/Rhhf1Ygrci";Maryland, USA;;#Chennai #ChennaiFloods #chennairains;"671820433314807808";https://twitter.com/justinwillet/status/671820433314807808
Mukamooodi;2015-12-02 04:06;33;9;"#TnRains #ChennaiFloods #chennairains காஞ்சி வடக்கு மாவட்டம் நடுவீரப்பட்டில் களப்பணியில் மக்கள்... #FB pic.twitter.com/mQ1nwc25eP";;;#TnRains #ChennaiFloods #chennairains #FB;"671820227987021824";https://twitter.com/Mukamooodi/status/671820227987021824
shyamremo;2015-12-02 04:06;2;1;"Where is the Indian goverment? why can't they take action #chennairains #ChennaiFloods #naturaldisasters @PMOIndia @narendramodi @ndtv";West Region, Singapore;@PMOIndia @narendramodi @ndtv;#chennairains #ChennaiFloods #naturaldisasters;"671820194302394368";https://twitter.com/shyamremo/status/671820194302394368
MepadiL;2015-12-02 04:05;1;0;"#chennairains #ChennaiFloods #chennairainsrescue #chennairainshelp https:// twitter.com/AnupamkPandey/ status/671788768916054018 …";;;#chennairains #ChennaiFloods #chennairainsrescue #chennairainshelp;"671819820153704448";https://twitter.com/MepadiL/status/671819820153704448
baggywar;2015-12-02 04:03;0;0;"#ChennaiFloods Sir, my mother is stranded on 163&164, Bhuvaneshwari nagar 2nd main road, Velachery. Pls rescue sir, 04422430608";;;#ChennaiFloods;"671819434764296192";https://twitter.com/baggywar/status/671819434764296192
mehaboobbepari;2015-12-02 04:03;0;0;"#ICanAccommodate #chennairains #ChennaiFloods https:// twitter.com/milligazette/s tatus/671783494251515906 …";;;#ICanAccommodate #chennairains #ChennaiFloods;"671819347325661184";https://twitter.com/mehaboobbepari/status/671819347325661184
RamBalachandran;2015-12-02 04:02;3;1;"Regional Helpline Numbers. Please pass on. #chennairains #ChennaiFloods https:// twitter.com/TimesNow/statu s/671781793293447168 …";;;#chennairains #ChennaiFloods;"671819290987913219";https://twitter.com/RamBalachandran/status/671819290987913219
MepadiL;2015-12-02 04:02;0;0;"#chennairains #ChennaiFloods #chennairainsrescue https:// twitter.com/AnupamkPandey/ status/671784487810920448 …";;;#chennairains #ChennaiFloods #chennairainsrescue;"671819178223919104";https://twitter.com/MepadiL/status/671819178223919104
SimplyArsh;2015-12-02 04:01;0;0;"@brawling_virago Devastation in #ChennaiFloods has kept me awake tonight.";;@brawling_virago;#ChennaiFloods;"671818978310750208";https://twitter.com/SimplyArsh/status/671818978310750208
MepadiL;2015-12-02 04:00;0;0;"#ChennaiFloods #chennairainsrescue https:// twitter.com/AnupamkPandey/ status/671788768916054018 …";;;#ChennaiFloods #chennairainsrescue;"671818802271617024";https://twitter.com/MepadiL/status/671818802271617024
boopalm;2015-12-02 04:00;0;0;"@VigneshhShivan need boat at Sriperambur VAO n team by water during rescue operation. Plz ct Sakthivel 9787339375 or 27162231 #ChennaiFloods";;@VigneshhShivan;#ChennaiFloods;"671818780125691908";https://twitter.com/boopalm/status/671818780125691908
JB__159;2015-12-02 04:00;1;1;"@Pontifex Dear pope, please pray for Chennai..! #ChennaiFloods";;@Pontifex;#ChennaiFloods;"671818660802134017";https://twitter.com/JB__159/status/671818660802134017
akhileshram26;2015-12-02 04:00;1;1;"Really heartwarming to see people in Chennai coming together in this time of need. Stay safe everyone. #ChennaiFloods";;;#ChennaiFloods;"671818654061867010";https://twitter.com/akhileshram26/status/671818654061867010
baggywar;2015-12-02 04:00;0;0;"@chennaifloods Sir, my mother is stranded on 163&164, Bhuvaneshwari nagar 2nd main road, Velachery. Pls rescue sir";;@chennaifloods;;"671818620054319104";https://twitter.com/baggywar/status/671818620054319104
ShahnazQayoom;2015-12-02 03:59;0;0;"#ChennaiFloods have come as a catastrophic calamity Kashmiris r wd them v faced same situation no one came fr help";;;#ChennaiFloods;"671818441708277760";https://twitter.com/ShahnazQayoom/status/671818441708277760
sarvinerdo;2015-12-02 03:59;0;0;"Take a look at #ChennaiFloods @sardesairajdeep @justicearnab @ndtv @timesofindia @ibnlive @BBCHindi @BBCBreaking .. Why no show ?";;@sardesairajdeep @justicearnab @ndtv @timesofindia @ibnlive @BBCHindi @BBCBreaking;#ChennaiFloods;"671818412629188609";https://twitter.com/sarvinerdo/status/671818412629188609
AjithKumarArmy;2015-12-02 03:59;0;0;"#ChennaiRescue #ChennaiFloods #ChennaiRainsHelp #chennairains https:// twitter.com/AjithKumarArmy /status/671816274775818240 …";;;#ChennaiRescue #ChennaiFloods #ChennaiRainsHelp #chennairains;"671818352361385984";https://twitter.com/AjithKumarArmy/status/671818352361385984
AjithKumarArmy;2015-12-02 03:58;0;0;"#ChennaiRescue #ChennaiFloods #ChennaiRainsHelp #chennairains @SirRavindra @RJ_Balaji @jan_iyer @Actor_Siddharth https:// twitter.com/AjithKumarArmy /status/671816274775818240 …";;@SirRavindra @RJ_Balaji @jan_iyer @Actor_Siddharth;#ChennaiRescue #ChennaiFloods #ChennaiRainsHelp #chennairains;"671818215794843648";https://twitter.com/AjithKumarArmy/status/671818215794843648
viannip;2015-12-02 03:58;0;0;"Prayers for the people who are suffering through the worst rains and flooding #ChennaiFloods";;;#ChennaiFloods;"671818095485280256";https://twitter.com/viannip/status/671818095485280256
ksudhadevi;2015-12-02 03:56;0;0;"#chennairains #ChennaiFloods #floodingchennai #Chennai #ChennaiDrowning #Chennaifloodrelief #chennai https:// twitter.com/boopalm/status /671816553751429120 …";;;#chennairains #ChennaiFloods #floodingchennai #Chennai #ChennaiDrowning #Chennaifloodrelief #chennai;"671817729481969664";https://twitter.com/ksudhadevi/status/671817729481969664
ActorVijayLove;2015-12-02 03:56;1;0;"NTL boat Helpline 7708068600 Ola boat 7708068600 #ChennaiFloods #ChennaiDrowning #chennairains #ChennaiRainsHelp";;;#ChennaiFloods #ChennaiDrowning #chennairains #ChennaiRainsHelp;"671817628344819712";https://twitter.com/ActorVijayLove/status/671817628344819712
SureshB127;2015-12-02 03:56;1;0;"Important Helpline numbers. Pls RT and share!! #ChennaiRescue #ChennaiFloods #ChennaiRainsHelp #chennairains https:// twitter.com/ThalaAjith_FC/ status/671815890078408704 …";;;#ChennaiRescue #ChennaiFloods #ChennaiRainsHelp #chennairains;"671817551563767808";https://twitter.com/SureshB127/status/671817551563767808
Sushmitha_m;2015-12-02 03:55;5;0;"ALL THE HELPLINES for #chennairains #chennaifloods Please share. https:// twitter.com/moganeshp/stat us/671807198197059589 …";;;#chennairains #chennaifloods;"671817353697562630";https://twitter.com/Sushmitha_m/status/671817353697562630
zafarabusalih;2015-12-02 03:55;0;0;"NTL boat Helpline 7708068600 Ola boat 7708068600 #ChennaiFloods #ChennaiDrowning #chennairains #chennairainsHelp";;;#ChennaiFloods #ChennaiDrowning #chennairains #chennairainsHelp;"671817347594874880";https://twitter.com/zafarabusalih/status/671817347594874880
zafarabusalih;2015-12-02 03:54;0;0;"Hope All Colleges Will Open And Rescue People in Chennai That will be big Place to Rescue My Opinion #ChennaiFloods #ChennaiRainsHelp";;;#ChennaiFloods #ChennaiRainsHelp;"671817163649454080";https://twitter.com/zafarabusalih/status/671817163649454080
1_Drop_of_rain;2015-12-02 03:54;4;0;"#chennairains #ChennaiFloods #sos #needhelp pic.twitter.com/KUikhybQmU";;;#chennairains #ChennaiFloods #sos #needhelp;"671817139540594690";https://twitter.com/1_Drop_of_rain/status/671817139540594690
SureshB127;2015-12-02 03:53;3;0;"Important Helpline numbers. Pls RT and share!! #ChennaiRescue #ChennaiFloods #ChennaiRainsHelp #chennairains https:// twitter.com/ThalaAjith_FC/ status/671806340742946816 …";;;#ChennaiRescue #ChennaiFloods #ChennaiRainsHelp #chennairains;"671816920300064768";https://twitter.com/SureshB127/status/671816920300064768
neebooon;2015-12-02 03:52;0;0;"Hope the downpour stops soon. Passengers stranded as Chennai Airport Flooded - http://www. ndtv.com/cheat-sheet/in -flooded-chennai-airport-shuts-down-as-runaway-goes-under-water-1249915 … via @ndtv #chennaifloods";;@ndtv;#chennaifloods;"671816712359137280";https://twitter.com/neebooon/status/671816712359137280
pottikadai;2015-12-02 03:52;0;0;"#chennairains #ChennaiRainsHelp #Chennaifloods https:// twitter.com/AparnaRaj05/st atus/671815642610188288 …";;;#chennairains #ChennaiRainsHelp #Chennaifloods;"671816659313684480";https://twitter.com/pottikadai/status/671816659313684480
raghuramanmasi;2015-12-02 03:52;0;0;"Seems like entire Chennai is locked down.. #chennairains #ChennaiFloods #ChennaiStrong";;;#chennairains #ChennaiFloods #ChennaiStrong;"671816623897096192";https://twitter.com/raghuramanmasi/status/671816623897096192
Banuchanthiran;2015-12-02 03:52;0;0;"#ChennaiFloods #chennai corporation announced emergency contact pic.twitter.com/KWEMHnVjhx";;;#ChennaiFloods #chennai;"671816579198291968";https://twitter.com/Banuchanthiran/status/671816579198291968
ImPradeepKumar;2015-12-02 03:52;10;4;"All Chennai mosques open with accommodation and food. Please RT and share. #chennairains #ChennaiFloods #ChennaiRainsHelp";;;#chennairains #ChennaiFloods #ChennaiRainsHelp;"671816557635362817";https://twitter.com/ImPradeepKumar/status/671816557635362817
craZychiCk2708;2015-12-02 03:51;0;1;"My heart goes out to my 2nd home #TamilNadu #Chennai people guys pls be safe & stay strong! #ChennaiFloods #ChennaiRains";;;#TamilNadu #Chennai #ChennaiFloods #ChennaiRains;"671816485631692800";https://twitter.com/craZychiCk2708/status/671816485631692800
RamBalachandran;2015-12-02 03:51;2;0;"#chennairains #Chennai #ChennaiFloods Please pass on Helpline information pic.twitter.com/aDusiNqLgK";;;#chennairains #Chennai #ChennaiFloods;"671816447497216000";https://twitter.com/RamBalachandran/status/671816447497216000
aarthirag2395;2015-12-02 03:51;0;0;"#ChennaiFloods For anyone who needs help... https:// twitter.com/AjithfcKsa/sta tus/671811694197235713 …";;;#ChennaiFloods;"671816329800908801";https://twitter.com/aarthirag2395/status/671816329800908801
AjithKumarArmy;2015-12-02 03:50;0;0;"#ChennaiRescue #ChennaiFloods #ChennaiRainsHelp #chennairains @SirRavindra @RJ_Balaji @jan_iyer @Actor_Siddharth https:// twitter.com/ThalaAjith_FC/ status/671815890078408704 …";;@SirRavindra @RJ_Balaji @jan_iyer @Actor_Siddharth;#ChennaiRescue #ChennaiFloods #ChennaiRainsHelp #chennairains;"671816274775818240";https://twitter.com/AjithKumarArmy/status/671816274775818240
aarthirag2395;2015-12-02 03:50;0;0;"#ChennaiFloods For anyone who needs help.... https:// twitter.com/ActorVijayLove /status/671811855539699712 …";;;#ChennaiFloods;"671816154776772609";https://twitter.com/aarthirag2395/status/671816154776772609
lakshmanclassy;2015-12-02 03:50;5;0;"Hope All Colleges Will Open And Rescue People in Chennai That will be big Place to Rescue My Opinion #ChennaiFloods #ChennaiRainsHelp";;;#ChennaiFloods #ChennaiRainsHelp;"671816144173400064";https://twitter.com/lakshmanclassy/status/671816144173400064
Sushmitha_m;2015-12-02 03:50;2;1;"@superscorpion fuck national media outlets. Chennai has got its own back covered #chennairains #ChennaiFloods";;@superscorpion;#chennairains #ChennaiFloods;"671816043640299520";https://twitter.com/Sushmitha_m/status/671816043640299520
zafarabusalih;2015-12-02 03:49;0;0;"குஜராத் - ஆந்திரா - உத்தரகாண்ட் என்று நாம தேடி போய் உதவினோம் இன்று நமக்கு உதவி செய்ய யாரும் இல்லை 2/2 #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671815973641592832";https://twitter.com/zafarabusalih/status/671815973641592832
JantaKaReporter;2015-12-02 03:49;13;5;"#ChennaiFloods Any one offering help or seeking help. Please fill in this form to help you better: http:// bit.ly/crr-help-form via CRR";;;#ChennaiFloods;"671815940451885056";https://twitter.com/JantaKaReporter/status/671815940451885056
ThalaAjith_FC;2015-12-02 03:49;35;5;"Important Helpline numbers. Pls RT and share!! #ChennaiRescue #ChennaiFloods #ChennaiRainsHelp #chennairains pic.twitter.com/98NFyv6qsR";;;#ChennaiRescue #ChennaiFloods #ChennaiRainsHelp #chennairains;"671815890078408704";https://twitter.com/ThalaAjith_FC/status/671815890078408704
amritalakshmi1;2015-12-02 03:49;0;0;"Transport help needed! #chennairains #ChennaiFloods https:// twitter.com/varshininaraya n/status/671814956229070848 …";;;#chennairains #ChennaiFloods;"671815874429472768";https://twitter.com/amritalakshmi1/status/671815874429472768
zafarabusalih;2015-12-02 03:49;0;0;"வட மாநில ஊடங்கள் நம் தமிழகம் வெள்ளத்தில் அபாயத்தில் சிக்கி சீரழிவதை கண்டுக் கொள்ளவே இல்லை.1/2 #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671815856196853760";https://twitter.com/zafarabusalih/status/671815856196853760
karthika_gm;2015-12-02 03:48;3;3;"NTL boat Helpline 7708068600 Ola boat 7708068600 #ChennaiFloods #ChennaiDrowning #chennairains #chennairainsHelp";;;#ChennaiFloods #ChennaiDrowning #chennairains #chennairainsHelp;"671815766656851968";https://twitter.com/karthika_gm/status/671815766656851968
